2016-05-07,39.6,-105.8,20,54
2016-06-06,39.6,-105.8,12,36.4
2016-06-12,39.6,-105.8,6,37.6
2016-06-13,39.6,-105.8,6,42.5
2016-06-20,39.6,-105.8,64,37.4
2016-07-05,39.6,-105.8,1,37.9
2016-07-21,39.6,-105.8,4,51.1
2016-07-23,39.6,-105.8,2,51.5
2016-07-24,39.6,-105.8,2,50.3
2016-07-31,39.6,-105.8,2,41.6
2016-08-09,39.6,-105.8,4,40.5
2016-08-16,39.6,-105.8,5,36.9
2016-08-20,39.6,-105.8,1,51
2016-08-28,39.6,-105.8,1,52.4
